sedaadmin,seda_district,stateabb,gys_mn_2019_ol,gys_mn_2022_ol,gys_mn_2023_ol,County Names,month,share_inperson,share_hybrid,share_virtual,membership,total_revenue,total_fed_revenue,County-Level Index,Family Unity,Community Health,Institutional Health,Collective Efficacy,married_household,married_household_children,male_married,female_married,male_never_married,female_never_married,male_divorced,female_divorced,birth_last_year_unmarried,over_25_highschool_degree,over_25_associates_degree,over_25_bachelors_degree,over_25_graduate_degree,native_born,only_english,non_english,with_computer,with_internet,unemployment,median_income,mean_income,with_health_insurance,poverty,owner_occupied_value,occupancy,SMOC,rent,mortgage_percentage,population,sex_ratio,hispanic_percent,white_percent,black_percent,asian_percent,no_workers,one_worker,employment_past_year
5301350,Cle Elum-Roslyn School District,WA,-0.1991548063280382,-0.637047395652715,-0.2857481333362353,Kittitas County,2021m1,0,1,0,922,17876000,1710000,0.4539767,0.1163503,0.5358548,-0.1290489,0.6697929,46.9,16.5,50.7,47.6,37.3,33.8,8.2,12.6,323,26.5,7.7,23.0,13.0,96.6,93.5,6.5,96.7,88.7,5.9,94018,114807,94.7,7.1,417600,80.5,609,1152,59.5,44424,101.6,44424,83.6,0.9,1.4,16.3,31.6,44.4
5301410,Clover Park School District,WA,-0.8678110532960837,-1.582983918309262,-1.645782839428906,Pierce County,2021m1,0,0,1,12629,244199000,49588000,-0.232004,0.2368591,-0.1986834,0.2181457,-0.9833009,50.8,20.9,51.2,49.8,35.7,27.6,10.0,14.0,13337,26.4,11.6,18.8,10.5,89.5,84.3,15.7,96.4,92.7,5,104927,128874,94,5.6,444600,94.7,765,1604,72.1,918993,101.3,918993,68,7.1,6.6,12.8,32.2,53.6
5301440,Colfax School District,WA,1.546181774553123,1.162203171581137,1.057538532879136,Whitman County,2021m1,0,1,0,526,9732000,863000,0.599664,0.9450054,0.5619239,-0.4609243,0.5050516,39.1,15.1,36.4,37.4,53.5,48.2,6.8,9.4,378,14.3,10.0,27.0,23.9,90.5,87.3,12.7,96.0,84.7,6.7,87926,109405,95.5,8.3,298500,85.6,539,959,58.5,47141,103.3,47141,78.8,2,8,13.6,31.7,54.6
5301470,College Place School District,WA,-0.9335580969737948,-1.190994968512796,-0.7629167569703732,Walla Walla County,2021m1,0,1,0,1570,29229000,4571000,0.4493744,0.1167017,0.5061601,0.4124983,0.1590431,49.6,17.8,48.3,46.3,37.0,30.6,10.1,11.8,575,21.9,11.8,16.9,12.9,90.0,80.5,19.5,93.7,88.6,5.8,84932,109609,91.8,6.8,331600,91.8,591,1044,56,62150,101.3,62150,77.5,1.9,1.8,17.1,28.7,46.6
5301590,Columbia (Walla Walla) School District,WA,-1.485703736899147,-1.516851191483627,-2.244188077253044,Walla Walla County,2021m1,0,1,0,705,14064000,1199000,0.4493744,0.1167017,0.5061601,0.4124983,0.1590431,49.6,17.8,48.3,46.3,37.0,30.6,10.1,11.8,575,21.9,11.8,16.9,12.9,90.0,80.5,19.5,93.7,88.6,5.8,84932,109609,91.8,6.8,331600,91.8,591,1044,56,62150,101.3,62150,77.5,1.9,1.8,17.1,28.7,46.6
5301630,Colville School District,WA,0.4475564361775017,-0.1920492887147338,-0.2824540239749886,Stevens County,2021m1,0,1,0,1647,26752000,4416000,0.9229167,0.331777,0.4752571,0.9197257,0.7596518,56.3,15.1,56.7,57.9,24.5,18.5,14.4,12.7,641,33.6,11.4,12.8,8.1,97.8,96.2,3.8,91.6,82.7,5.3,77945,92793,92.6,8.9,277300,82.8,441,827,54.2,46774,100.5,46774,87.5,0.3,0.8,25.4,33.6,39.2
5301680,Conway School District,WA,-0.0033867737466089,0.1982911441476798,0.5172999057681515,Skagit County,2021m1,0,1,0,453,8196000,807000,0.4555374,-0.0790518,0.2449514,0.8297538,0.2132683,52.9,17.5,55.3,52.7,30.3,22.8,10.5,14.5,1528,25.7,11.1,18.0,10.7,90.6,83.3,16.7,95.4,91.9,5.1,94291,117164,93.2,7.5,444300,91,681,1350,63.2,129480,99.6,129480,78.4,0.9,2.1,22,30,41.9
5301800,Coupeville School District,WA,0.2477786412232197,-0.1192939668920063,-0.0542001765105899,Island County,2021m1,0,0,1,961,20461000,3320000,1.03615,0.9670947,0.2370674,0.8540183,0.6909665,56.9,17.0,58.2,58.6,28.4,18.5,9.1,12.4,1024,21.6,11.7,20.9,14.4,92.5,90.7,9.3,96.8,93.5,5.5,98023,120798,95.5,3.9,480800,84.3,706,1517,62.8,86510,100.7,86510,80.9,2.6,4.7,24.1,31.1,42.8
5302010,Davenport School District,WA,0.9934151440184076,1.011346639834978,0.7670724119309025,Lincoln County,2021m1,0,1,0,587,11057000,1274000,1.680592,1.299537,1.77405,0.7015831,0.8381492,58.9,15.8,62.2,61.4,23.6,16.7,8.9,10.3,126,26.9,12.4,15.3,7.7,98.0,96.7,3.3,94.7,84.4,5.3,78894,102012,96.3,6.6,232500,78.3,476,839,48.2,11036,102.5,11036,91.6,0.5,0.9,25.1,28.7,43.7
5302130,Dieringer School District,WA,1.931853068382062,1.419707775104107,1.416042206108017,Pierce County,2021m1,0,1,0,1362,33009000,2685000,-0.232004,0.2368591,-0.1986834,0.2181457,-0.9833009,50.8,20.9,51.2,49.8,35.7,27.6,10.0,14.0,13337,26.4,11.6,18.8,10.5,89.5,84.3,15.7,96.4,92.7,5,104927,128874,94,5.6,444600,94.7,765,1604,72.1,918993,101.3,918993,68,7.1,6.6,12.8,32.2,53.6
5302280,East Valley School District (Spokane),WA,-0.3271370195569405,-0.9281877309814072,-0.900490220198968,Spokane County,2021m1,0,1,0,3666,67644000,10329000,0.1136062,0.2583732,-0.053836,0.6371898,-0.605274,46.8,18.0,49.1,47.1,35.6,28.0,11.8,15.8,6462,23.4,13.0,20.5,11.4,94.8,92.8,7.2,95.0,90.7,5.8,89846,113657,94.8,7.6,331600,94.9,577,1123,65.6,538711,100,538711,84.8,1.9,2.2,16.4,30.9,49
5302310,Eastmont School District,WA,-0.3072743400470594,-0.8912360772775294,-0.8674177090917476,Douglas County,2021m1,0,1,0,5964,100750000,14013000,0.2657528,-0.1749459,-0.2592811,0.2954284,0.776694,55.1,23.0,55.6,53.0,31.3,23.6,8.2,11.5,506,27.6,9.2,15.6,6.2,84.6,71.5,28.5,93.3,86.2,4.3,88710,115109,88,5.7,366800,88.7,517,1181,59.9,43189,107.2,43189,64.5,0.5,0.7,15.6,27.1,53.1
5302370,Eatonville School District,WA,-0.0143147531666816,-0.9535721293228354,-1.070230689260655,Lewis County,2021m1,0,0,1,1939,32508000,2594000,0.347578,-0.0691716,0.3304096,0.4028468,0.2452871,49.4,16.2,49.0,50.9,30.7,21.3,15.4,16.3,1265,30.4,12.2,12.8,7.0,95.0,91.8,8.2,93.3,85.9,6.3,83359,97900,93.6,7.9,306600,88.5,533,1016,59.9,82663,102.8,82663,84.9,0.6,1.1,19.8,35.5,41.3
5302400,Edmonds School District,WA,0.4562307623076318,-0.2317509559039967,-0.0751163204103715,Snohomish County,2021m1,0,0,1,20343,422986000,38528000,0.5401419,0.7048055,-0.3047437,0.679746,0.2798879,54.3,23.6,54.1,52.1,32.8,26.4,10.1,12.9,11062,22.9,10.7,23.4,12.0,82.3,77.2,22.8,97.0,93.4,4.4,121379,148392,93.8,5,592800,95.1,805,1794,73,828337,102,828337,68.9,3.5,12.3,11.3,29.7,57.5
5302460,Ellensburg School District,WA,-0.4408270084021977,-0.5509643355607068,-0.5764798865015877,Kittitas County,2021m1,0,1,0,3273,73655000,7097000,0.4539767,0.1163503,0.5358548,-0.1290489,0.6697929,46.9,16.5,50.7,47.6,37.3,33.8,8.2,12.6,323,26.5,7.7,23.0,13.0,96.6,93.5,6.5,96.7,88.7,5.9,94018,114807,94.7,7.1,417600,80.5,609,1152,59.5,44424,101.6,44424,83.6,0.9,1.4,16.3,31.6,44.4
5302490,Elma School District,WA,-0.3854933401656346,-0.8782067143275851,-0.6621563031537896,Grays Harbor County,2021m1,0,0,1,1569,26861000,3359000,-0.1574646,-0.9844556,0.3988914,-0.0290557,0.1771182,46.5,13.0,47.6,47.8,32.1,26.2,14.9,14.7,897,35.3,11.8,11.1,6.1,95.3,91.1,8.9,93.0,87.5,6.4,76153,93467,93,9.1,249900,81.6,538,943,55.1,75672,106.9,75672,82,1.4,1.2,24.8,34.2,41.3
5302610,Ephrata School District,WA,0.619285228709348,-0.4836515832443657,-0.3464264753405653,Douglas County,2021m1,0,1,0,2701,55455000,4950000,0.2657528,-0.1749459,-0.2592811,0.2954284,0.776694,55.1,23.0,55.6,53.0,31.3,23.6,8.2,11.5,506,27.6,9.2,15.6,6.2,84.6,71.5,28.5,93.3,86.2,4.3,88710,115109,88,5.7,366800,88.7,517,1181,59.9,43189,107.2,43189,64.5,0.5,0.7,15.6,27.1,53.1
5302670,Everett School District,WA,1.048376903897726,0.5459372423768105,0.8321655676344264,Snohomish County,2021m1,0,0,1,20258,398691000,43960000,0.5401419,0.7048055,-0.3047437,0.679746,0.2798879,54.3,23.6,54.1,52.1,32.8,26.4,10.1,12.9,11062,22.9,10.7,23.4,12.0,82.3,77.2,22.8,97.0,93.4,4.4,121379,148392,93.8,5,592800,95.1,805,1794,73,828337,102,828337,68.9,3.5,12.3,11.3,29.7,57.5
5302700,Evergreen School District (Clark),WA,-0.6956737547718923,-1.603651720020407,-1.528979087114495,Clark County,2021m1,0,0,1,22847,485005000,65675000,0.4407563,0.615345,-0.3241373,0.6056359,0.1920947,52.9,21.3,53.3,50.9,33.1,26.0,10.1,14.0,6590,24.9,10.8,20.5,11.7,89.2,84.3,15.7,96.6,93.2,5.2,103728,129123,93.6,6,453200,96.1,653,1572,69.6,504091,99.2,504091,79.5,2,4.7,14.7,31.9,50.8
5302820,Federal Way School District,WA,-1.337178561079825,-2.020618559998606,-2.091255320174168,King County,2021m1,0,0,1,21136,462959000,69617000,0.5443936,0.7780373,0.09222,0.9889418,-0.4477627,46.9,20.3,50.2,48.7,39.3,32.6,7.8,11.4,25964,14.7,7.7,32.0,22.9,75.5,70.6,29.4,97.3,94.0,4.5,146231,195164,94.7,5.1,761500,94.2,1010,1950,70.6,2254371,103,2254371,58.8,6.5,19.4,10.2,29.9,58
5302850,Ferndale School District,WA,-0.5433700381616244,-0.9766705254755744,-0.8241196878753678,Whatcom County,2021m1,0,0,1,4398,85928000,12173000,0.7623295,0.6758386,0.1207061,0.9779737,0.2349585,48.0,17.8,49.5,47.5,38.2,31.6,8.6,12.4,2567,21.9,10.7,22.3,14.7,90.1,87.8,12.2,96.2,91.4,4.9,96874,120182,94.1,7.2,475000,90.8,664,1370,64.7,226523,98.9,226523,79.9,0.9,4.4,18.4,30.7,46
5302910,Finley School District,WA,-2.563567222240887,-2.329246541949252,-2.583342545877481,Benton County,2021m1,0,1,0,880,15424000,2489000,0.3279313,-0.018157,-0.0926231,0.7780526,0.1626582,51.3,20.5,52.2,49.1,34.6,28.1,9.9,14.0,2294,23.3,10.8,19.7,12.6,88.4,78.6,21.4,95.6,90.3,4.8,98476,121059,92,8,338700,93.9,601,1166,63.8,207560,101.7,207560,75.7,1.8,3.1,16,34.9,50.8
5302940,Franklin Pierce School District,WA,-1.428773751730362,-2.011880777071275,-1.979478737560023,Pierce County,2021m1,0,0,1,7544,144245000,19419000,-0.232004,0.2368591,-0.1986834,0.2181457,-0.9833009,50.8,20.9,51.2,49.8,35.7,27.6,10.0,14.0,13337,26.4,11.6,18.8,10.5,89.5,84.3,15.7,96.4,92.7,5,104927,128874,94,5.6,444600,94.7,765,1604,72.1,918993,101.3,918993,68,7.1,6.6,12.8,32.2,53.6
5302970,Freeman School District,WA,0.6579111600138461,0.2369401523711732,0.433406528237696,Spokane County,2021m1,0,1,0,880,15942000,1563000,0.1136062,0.2583732,-0.053836,0.6371898,-0.605274,46.8,18.0,49.1,47.1,35.6,28.0,11.8,15.8,6462,23.4,13.0,20.5,11.4,94.8,92.8,7.2,95.0,90.7,5.8,89846,113657,94.8,7.6,331600,94.9,577,1123,65.6,538711,100,538711,84.8,1.9,2.2,16.4,30.9,49
5303150,Grandview School District,WA,-0.2379410955525323,-0.647477622655094,-0.4804309862720801,Benton County,2021m1,0,0,1,3659,62936000,11026000,0.3279313,-0.018157,-0.0926231,0.7780526,0.1626582,51.3,20.5,52.2,49.1,34.6,28.1,9.9,14.0,2294,23.3,10.8,19.7,12.6,88.4,78.6,21.4,95.6,90.3,4.8,98476,121059,92,8,338700,93.9,601,1166,63.8,207560,101.7,207560,75.7,1.8,3.1,16,34.9,50.8
5303180,Granger School District,WA,-1.525711110533019,-2.290387861555179,-2.173127556396279,Yakima County,2021m1,0,1,0,1488,31649000,9516000,-0.3019041,-0.5918568,-0.1326187,0.1087694,-0.2690777,49.5,20.8,49.2,46.5,38.4,31.6,8.0,11.7,3979,28.4,8.7,11.7,6.5,81.3,57.4,42.6,92.6,87.2,7.2,73344,89266,86.7,11.7,254700,94.4,517,1010,59,256143,100.9,256143,59.1,0.9,1.1,13.2,33.1,49.8
5303210,Granite Falls School District,WA,-2.017619662886477,-2.032380885583954,-1.800648489161013,Snohomish County,2021m1,0,0,1,2201,43741000,3370000,0.5401419,0.7048055,-0.3047437,0.679746,0.2798879,54.3,23.6,54.1,52.1,32.8,26.4,10.1,12.9,11062,22.9,10.7,23.4,12.0,82.3,77.2,22.8,97.0,93.4,4.4,121379,148392,93.8,5,592800,95.1,805,1794,73,828337,102,828337,68.9,3.5,12.3,11.3,29.7,57.5
5303330,Griffin School District,WA,0.8427118819968618,0.1792194805103637,0.4001744010945876,Thurston County,2021m1,0,0,1,622,11044000,899000,0.4570844,0.3143406,0.0146458,0.6839643,0.1621417,51.1,19.1,54.2,50.6,33.1,25.7,9.3,14.3,3056,22.0,11.2,22.6,13.8,91.6,88.0,12.0,96.2,92.4,5.5,106190,122117,95,6,411700,95.1,694,1499,68.1,294272,97.3,294272,76,3.1,5.7,16.9,33.3,49.3
5303510,Highland School District,WA,-0.5739473402712294,-1.511036931503654,-1.236433445800704,Yakima County,2021m1,0,1,0,1100,19115000,3320000,-0.3019041,-0.5918568,-0.1326187,0.1087694,-0.2690777,49.5,20.8,49.2,46.5,38.4,31.6,8.0,11.7,3979,28.4,8.7,11.7,6.5,81.3,57.4,42.6,92.6,87.2,7.2,73344,89266,86.7,11.7,254700,94.4,517,1010,59,256143,100.9,256143,59.1,0.9,1.1,13.2,33.1,49.8
5303540,Highline School District,WA,-1.011784388170742,-2.204717848676131,-2.242487070069715,King County,2021m1,0,0,1,18485,458287000,67016000,0.5443936,0.7780373,0.09222,0.9889418,-0.4477627,46.9,20.3,50.2,48.7,39.3,32.6,7.8,11.4,25964,14.7,7.7,32.0,22.9,75.5,70.6,29.4,97.3,94.0,4.5,146231,195164,94.7,5.1,761500,94.2,1010,1950,70.6,2254371,103,2254371,58.8,6.5,19.4,10.2,29.9,58
5303660,Hoquiam School District,WA,-1.630101369877532,-2.153814932728403,-2.202742893758668,Grays Harbor County,2021m1,0,0,1,1614,30144000,4254000,-0.1574646,-0.9844556,0.3988914,-0.0290557,0.1771182,46.5,13.0,47.6,47.8,32.1,26.2,14.9,14.7,897,35.3,11.8,11.1,6.1,95.3,91.1,8.9,93.0,87.5,6.4,76153,93467,93,9.1,249900,81.6,538,943,55.1,75672,106.9,75672,82,1.4,1.2,24.8,34.2,41.3
5303750,Issaquah School District,WA,2.532583128707007,2.272014075063638,2.585651208583112,King County,2021m1,0,0,1,19590,410592000,29761000,0.5443936,0.7780373,0.09222,0.9889418,-0.4477627,46.9,20.3,50.2,48.7,39.3,32.6,7.8,11.4,25964,14.7,7.7,32.0,22.9,75.5,70.6,29.4,97.3,94.0,4.5,146231,195164,94.7,5.1,761500,94.2,1010,1950,70.6,2254371,103,2254371,58.8,6.5,19.4,10.2,29.9,58
5303810,Kalama School District,WA,-0.4054759399721641,-0.9099620821174196,-0.5602340980169025,Cowlitz County,2021m1,0,0,1,1096,20033000,1118000,0.0698822,-0.0619977,0.0122287,0.4707465,-0.2912841,48.3,15.2,49.5,48.6,33.6,25.7,11.3,14.5,1119,31.8,12.7,11.3,5.3,95.9,92.3,7.7,93.9,88.3,5.5,83138,104289,94,8.2,332200,94.8,564,1090,64.9,110621,100.4,110621,85.9,0.8,1.2,19.7,33.5,41.9
5303930,Kennewick School District,WA,-0.4361297845849501,-0.9850019395774634,-0.8417901115899324,Benton County,2021m1,0,1,0,18714,332487000,40941000,0.3279313,-0.018157,-0.0926231,0.7780526,0.1626582,51.3,20.5,52.2,49.1,34.6,28.1,9.9,14.0,2294,23.3,10.8,19.7,12.6,88.4,78.6,21.4,95.6,90.3,4.8,98476,121059,92,8,338700,93.9,601,1166,63.8,207560,101.7,207560,75.7,1.8,3.1,16,34.9,50.8
5303960,Kent School District,WA,-0.1386821597096342,-0.9772848167149428,-0.9691324624042964,King County,2021m1,0,0,1,24910,523189000,69303000,0.5443936,0.7780373,0.09222,0.9889418,-0.4477627,46.9,20.3,50.2,48.7,39.3,32.6,7.8,11.4,25964,14.7,7.7,32.0,22.9,75.5,70.6,29.4,97.3,94.0,4.5,146231,195164,94.7,5.1,761500,94.2,1010,1950,70.6,2254371,103,2254371,58.8,6.5,19.4,10.2,29.9,58
5303990,Kettle Falls School District,WA,-0.698602358633793,-0.911752011886824,-0.7680139947848073,Ferry County,2021m1,0,1,0,1107,16909000,2130000,-0.0297793,-1.14684,1.061322,-0.4231916,0.4678685,45.6,8.2,52.1,47.5,27.9,24.3,15.4,11.7,38,31.9,12.4,11.6,6.5,97.7,96.3,3.7,87.4,74.5,7.6,71099,92069,94.9,8.8,252700,73.8,446,690,42.7,7260,100.8,7260,72.4,0.2,0.4,25.4,39.5,32.3
5304020,Kiona-Benton City School District,WA,-2.08809962595617,-2.449506344273541,-2.404537794871631,Benton County,2021m1,0,0,1,1417,23730000,3753000,0.3279313,-0.018157,-0.0926231,0.7780526,0.1626582,51.3,20.5,52.2,49.1,34.6,28.1,9.9,14.0,2294,23.3,10.8,19.7,12.6,88.4,78.6,21.4,95.6,90.3,4.8,98476,121059,92,8,338700,93.9,601,1166,63.8,207560,101.7,207560,75.7,1.8,3.1,16,34.9,50.8
5304050,Kittitas School District,WA,-1.017906060697269,-1.438678676107515,-1.54394477383082,Kittitas County,2021m1,0,1,0,603,11501000,1135000,0.4539767,0.1163503,0.5358548,-0.1290489,0.6697929,46.9,16.5,50.7,47.6,37.3,33.8,8.2,12.6,323,26.5,7.7,23.0,13.0,96.6,93.5,6.5,96.7,88.7,5.9,94018,114807,94.7,7.1,417600,80.5,609,1152,59.5,44424,101.6,44424,83.6,0.9,1.4,16.3,31.6,44.4
5304170,La Center School District,WA,0.0118754230823983,-0.7989191903148445,-0.5691428132933387,Clark County,2021m1,0,0,1,1703,28704000,1991000,0.4407563,0.615345,-0.3241373,0.6056359,0.1920947,52.9,21.3,53.3,50.9,33.1,26.0,10.1,14.0,6590,24.9,10.8,20.5,11.7,89.2,84.3,15.7,96.6,93.2,5.2,103728,129123,93.6,6,453200,96.1,653,1572,69.6,504091,99.2,504091,79.5,2,4.7,14.7,31.9,50.8
5304200,Lake Stevens School District,WA,0.5217843977684948,0.1087953350545536,0.4277544510270719,Snohomish County,2021m1,0,0,1,9551,173745000,11729000,0.5401419,0.7048055,-0.3047437,0.679746,0.2798879,54.3,23.6,54.1,52.1,32.8,26.4,10.1,12.9,11062,22.9,10.7,23.4,12.0,82.3,77.2,22.8,97.0,93.4,4.4,121379,148392,93.8,5,592800,95.1,805,1794,73,828337,102,828337,68.9,3.5,12.3,11.3,29.7,57.5
5304230,Lake Washington School District,WA,3.205408400606373,2.782168312237792,2.924150492005149,King County,2021m1,0,0,1,30730,634054000,37338000,0.5443936,0.7780373,0.09222,0.9889418,-0.4477627,46.9,20.3,50.2,48.7,39.3,32.6,7.8,11.4,25964,14.7,7.7,32.0,22.9,75.5,70.6,29.4,97.3,94.0,4.5,146231,195164,94.7,5.1,761500,94.2,1010,1950,70.6,2254371,103,2254371,58.8,6.5,19.4,10.2,29.9,58
5304260,Lakewood School District,WA,-0.7190941691275432,-1.518650219951825,-1.494291037688947,Snohomish County,2021m1,0,0,1,2644,44882000,3272000,0.5401419,0.7048055,-0.3047437,0.679746,0.2798879,54.3,23.6,54.1,52.1,32.8,26.4,10.1,12.9,11062,22.9,10.7,23.4,12.0,82.3,77.2,22.8,97.0,93.4,4.4,121379,148392,93.8,5,592800,95.1,805,1794,73,828337,102,828337,68.9,3.5,12.3,11.3,29.7,57.5
5304380,Liberty School District,WA,0.6192988576687393,0.3937341841034216,-0.0998251557286434,Spokane County,2021m1,0,0,1,583,10850000,1113000,0.1136062,0.2583732,-0.053836,0.6371898,-0.605274,46.8,18.0,49.1,47.1,35.6,28.0,11.8,15.8,6462,23.4,13.0,20.5,11.4,94.8,92.8,7.2,95.0,90.7,5.8,89846,113657,94.8,7.6,331600,94.9,577,1123,65.6,538711,100,538711,84.8,1.9,2.2,16.4,30.9,49
5304560,Riverview School District,WA,0.9251479959552312,0.976407291658048,0.8029323682977543,King County,2021m1,0,0,1,3062,59733000,4698000,0.5443936,0.7780373,0.09222,0.9889418,-0.4477627,46.9,20.3,50.2,48.7,39.3,32.6,7.8,11.4,25964,14.7,7.7,32.0,22.9,75.5,70.6,29.4,97.3,94.0,4.5,146231,195164,94.7,5.1,761500,94.2,1010,1950,70.6,2254371,103,2254371,58.8,6.5,19.4,10.2,29.9,58
5304620,Lynden School District,WA,0.2134242955181938,-0.4126912106734038,-0.5259010512929434,Whatcom County,2021m1,0,1,0,3425,56738000,6312000,0.7623295,0.6758386,0.1207061,0.9779737,0.2349585,48.0,17.8,49.5,47.5,38.2,31.6,8.6,12.4,2567,21.9,10.7,22.3,14.7,90.1,87.8,12.2,96.2,91.4,4.9,96874,120182,94.1,7.2,475000,90.8,664,1370,64.7,226523,98.9,226523,79.9,0.9,4.4,18.4,30.7,46
5304860,Marysville School District,WA,-1.18810404208671,-1.585889218867996,-1.652091970154379,Snohomish County,2021m1,0,0,1,10014,208824000,29151000,0.5401419,0.7048055,-0.3047437,0.679746,0.2798879,54.3,23.6,54.1,52.1,32.8,26.4,10.1,12.9,11062,22.9,10.7,23.4,12.0,82.3,77.2,22.8,97.0,93.4,4.4,121379,148392,93.8,5,592800,95.1,805,1794,73,828337,102,828337,68.9,3.5,12.3,11.3,29.7,57.5
5304920,Mead School District,WA,1.146232862077706,0.6462551889484427,0.7099882654129992,Spokane County,2021m1,0,1,0,10141,164810000,14534000,0.1136062,0.2583732,-0.053836,0.6371898,-0.605274,46.8,18.0,49.1,47.1,35.6,28.0,11.8,15.8,6462,23.4,13.0,20.5,11.4,94.8,92.8,7.2,95.0,90.7,5.8,89846,113657,94.8,7.6,331600,94.9,577,1123,65.6,538711,100,538711,84.8,1.9,2.2,16.4,30.9,49
5304950,Medical Lake School District,WA,0.239161526333044,0.338715425989693,0.6719305215296059,Spokane County,2021m1,0,1,0,1871,31059000,5716000,0.1136062,0.2583732,-0.053836,0.6371898,-0.605274,46.8,18.0,49.1,47.1,35.6,28.0,11.8,15.8,6462,23.4,13.0,20.5,11.4,94.8,92.8,7.2,95.0,90.7,5.8,89846,113657,94.8,7.6,331600,94.9,577,1123,65.6,538711,100,538711,84.8,1.9,2.2,16.4,30.9,49
5304980,Mercer Island School District,WA,2.892226678035616,3.048656414924826,3.225260635773605,King County,2021m1,0,0,1,4065,84236000,5190000,0.5443936,0.7780373,0.09222,0.9889418,-0.4477627,46.9,20.3,50.2,48.7,39.3,32.6,7.8,11.4,25964,14.7,7.7,32.0,22.9,75.5,70.6,29.4,97.3,94.0,4.5,146231,195164,94.7,5.1,761500,94.2,1010,1950,70.6,2254371,103,2254371,58.8,6.5,19.4,10.2,29.9,58
5305010,Meridian School District,WA,-0.3235127875230273,-1.509543489033289,-1.43938946970332,Whatcom County,2021m1,0,0,1,1775,31289000,4217000,0.7623295,0.6758386,0.1207061,0.9779737,0.2349585,48.0,17.8,49.5,47.5,38.2,31.6,8.6,12.4,2567,21.9,10.7,22.3,14.7,90.1,87.8,12.2,96.2,91.4,4.9,96874,120182,94.1,7.2,475000,90.8,664,1370,64.7,226523,98.9,226523,79.9,0.9,4.4,18.4,30.7,46
5305160,Montesano School District,WA,0.4260656457292455,-0.1376862190895176,0.2804608118428549,Grays Harbor County,2021m1,0,0,1,1389,23599000,3066000,-0.1574646,-0.9844556,0.3988914,-0.0290557,0.1771182,46.5,13.0,47.6,47.8,32.1,26.2,14.9,14.7,897,35.3,11.8,11.1,6.1,95.3,91.1,8.9,93.0,87.5,6.4,76153,93467,93,9.1,249900,81.6,538,943,55.1,75672,106.9,75672,82,1.4,1.2,24.8,34.2,41.3
5305220,Moses Lake School District,WA,-1.255867755754439,-1.342494769678661,-1.383989555850878,Grant County,2021m1,0,1,0,8578,140459000,14643000,0.0694377,0.3418425,0.0782934,-0.0750531,-0.2422232,49.2,21.2,50.2,49.2,36.2,28.8,9.0,10.0,1522,28.5,10.1,12.9,4.8,83.5,64.5,35.5,93.3,88.4,5.4,75647,92937,87.7,10.9,244500,86.7,447,979,57.6,99145,104.1,99145,62.1,1,1,15,33,50.4
5305250,Mossyrock School District,WA,0.5352998930703414,-0.8716547281093794,-1.80630781016356,Lewis County,2021m1,0,1,0,576,10188000,1058000,0.347578,-0.0691716,0.3304096,0.4028468,0.2452871,49.4,16.2,49.0,50.9,30.7,21.3,15.4,16.3,1265,30.4,12.2,12.8,7.0,95.0,91.8,8.2,93.3,85.9,6.3,83359,97900,93.6,7.9,306600,88.5,533,1016,59.9,82663,102.8,82663,84.9,0.6,1.1,19.8,35.5,41.3
5305310,Mount Baker School District,WA,-1.020921898437271,-1.570878082145739,-1.590538350553309,Whatcom County,2021m1,0,0,1,1694,36501000,7607000,0.7623295,0.6758386,0.1207061,0.9779737,0.2349585,48.0,17.8,49.5,47.5,38.2,31.6,8.6,12.4,2567,21.9,10.7,22.3,14.7,90.1,87.8,12.2,96.2,91.4,4.9,96874,120182,94.1,7.2,475000,90.8,664,1370,64.7,226523,98.9,226523,79.9,0.9,4.4,18.4,30.7,46
5305370,East Valley School District (Yakima),WA,0.5530823846304456,-0.3910868100045324,-0.3883542242016205,Yakima County,2021m1,0,1,0,3271,59032000,6472000,-0.3019041,-0.5918568,-0.1326187,0.1087694,-0.2690777,49.5,20.8,49.2,46.5,38.4,31.6,8.0,11.7,3979,28.4,8.7,11.7,6.5,81.3,57.4,42.6,92.6,87.2,7.2,73344,89266,86.7,11.7,254700,94.4,517,1010,59,256143,100.9,256143,59.1,0.9,1.1,13.2,33.1,49.8
5305400,Mount Vernon School District,WA,-0.8776837217899054,-1.539983465489975,-1.515794691026414,Skagit County,2021m1,0,0,1,6661,138407000,18984000,0.4555374,-0.0790518,0.2449514,0.8297538,0.2132683,52.9,17.5,55.3,52.7,30.3,22.8,10.5,14.5,1528,25.7,11.1,18.0,10.7,90.6,83.3,16.7,95.4,91.9,5.1,94291,117164,93.2,7.5,444300,91,681,1350,63.2,129480,99.6,129480,78.4,0.9,2.1,22,30,41.9
5305430,Mukilteo School District,WA,-0.4049607933997859,-0.9503303837687308,-0.7973264537976297,Snohomish County,2021m1,0,0,1,15006,314629000,35956000,0.5401419,0.7048055,-0.3047437,0.679746,0.2798879,54.3,23.6,54.1,52.1,32.8,26.4,10.1,12.9,11062,22.9,10.7,23.4,12.0,82.3,77.2,22.8,97.0,93.4,4.4,121379,148392,93.8,5,592800,95.1,805,1794,73,828337,102,828337,68.9,3.5,12.3,11.3,29.7,57.5
